title,company,location,country,country_code,salary_min,salary_max,description,created,contract_type,search_term,url,skills_mentioned,is_remote,salary_avg,posted_date,posted_month
Business Analyst,Oliver James Associates,"County Antrim, Northern Ireland",United Kingdom,gb,49001.93,49001.93,"Contract Business Analyst - Dynamics 365 CRM (6 months) Oliver James has partnered with a well-established UK professional services organisation specialising in pensions and financial services advisory. With a national presence and a strong reputation within the industry, the business is undergoing a period of technology and operational improvement, with a particular focus on enhancing its Microsoft Dynamics 365 CRM platform. They are now seeking an experienced Contract Business Analyst to supp…",2026-03-14 00:33:05+00:00,permanent,business analyst,https://www.adzuna.co.uk/jobs/details/5664343456?utm_medium=api&utm_source=224a9253,,0,49002.0,2026-03-14,Mar 2026
Business Analyst,La Fosse Associates,"Chelsea, South West London",United Kingdom,gb,55000.0,55000.0,"Our client is a dynamic and innovative company providing expert technology, media and telecoms (TMT) consulting to clients worldwide. They are seeking a capable and motivated Business Analyst to support the documentation of systems, processes and solutions. The candidate will have a great understanding across data, technology, and transformation projects. The role suits someone who enjoys working at the intersection of business needs, data, and delivery teams. As a Business Analyst, you will wo…",2026-03-11 19:55:04+00:00,,business analyst,https://www.adzuna.co.uk/jobs/details/5661858304?utm_medium=api&utm_source=224a9253,,0,55000.0,2026-03-11,Mar 2026
Business Analyst,Oliver James Associates,"Manchester, Greater Manchester",United Kingdom,gb,55000.0,65000.0,"Business Analyst About the Role We are looking for a Business Analyst to join a multidisciplinary product and IT team within a leading Law Firm. In this role, you'll gather, refine, and articulate both functional and non-functional requirements, working closely with Product Owners, QA/Test teams, and senior IT leaders to shape product roadmaps, define acceptance criteria, and ensure successful delivery. For larger initiatives, you'll operate at a strategic level, producing artefacts such as as-…",2026-03-11 07:20:11+00:00,permanent,business analyst,https://www.adzuna.co.uk/jobs/details/5661339248?utm_medium=api&utm_source=224a9253,,0,60000.0,2026-03-11,Mar 2026
Business Analyst,Grayce,"Leeds, West Yorkshire",United Kingdom,gb,43000.0,43000.0,"Job Title: Business Analyst Location: York (3 days per week on-site) Salary: Up to £43k Contract : 12 -months FTC (with potential for permanent transition into client) Why Grayce? For over a decade, Grayce has partnered with FTSE 100 and 250 organisations to deliver impactful change and transformation. Joining Grayce means combining real client delivery with a structured development journey designed to accelerate your career. About the Role Join Grayce and work on high‑profile digital transform…",2026-03-17 11:28:12+00:00,contract,business analyst,https://www.adzuna.co.uk/jobs/details/5669549306?utm_medium=api&utm_source=224a9253,,0,43000.0,2026-03-17,Mar 2026
Business Analyst,Grayce,"York, North Yorkshire",United Kingdom,gb,43000.0,43000.0,"Job Title: Business Analyst Location: York (3 days per week on-site) Salary: Up to £43k Contract : 12 -months FTC (with potential for permanent transition into client) Why Grayce? For over a decade, Grayce has partnered with FTSE 100 and 250 organisations to deliver impactful change and transformation. Joining Grayce means combining real client delivery with a structured development journey designed to accelerate your career. About the Role Join Grayce and work on high‑profile digital transform…",2026-03-17 11:28:12+00:00,contract,business analyst,https://www.adzuna.co.uk/jobs/details/5669549298?utm_medium=api&utm_source=224a9253,,0,43000.0,2026-03-17,Mar 2026
Business Analyst,Grayce,"Harrogate, North Yorkshire",United Kingdom,gb,43000.0,43000.0,"Job Title: Business Analyst Location: York (3 days per week on-site) Salary: Up to £43k Contract : 12 -months FTC (with potential for permanent transition into client) Why Grayce? For over a decade, Grayce has partnered with FTSE 100 and 250 organisations to deliver impactful change and transformation. Joining Grayce means combining real client delivery with a structured development journey designed to accelerate your career. About the Role Join Grayce and work on high‑profile digital transform…",2026-03-17 11:28:12+00:00,contract,business analyst,https://www.adzuna.co.uk/jobs/details/5669549325?utm_medium=api&utm_source=224a9253,,0,43000.0,2026-03-17,Mar 2026
Business Analyst,Gattaca PBS,"Harlow, Essex",United Kingdom,gb,59350.66,59350.66,"Our client, a large Aerospace and Defence supplier is looking for a Business Analyst to join them on a contract basis at their site in Harlow. Due to the nature of the role, applicants must be eligible to obtain full SC Clearance. 12 month initial contract. Competitive rate, inside IR35 Based in Harlow, hybrid working 2-3 days per week onsite. We are seeking a skilled and proactive Business Analyst to support a major ERP transformation initiative. This role focuses on gathering and analysing bu…",2026-03-17 00:40:09+00:00,contract,business analyst,https://www.adzuna.co.uk/jobs/details/5669013988?utm_medium=api&utm_source=224a9253,,1,59351.0,2026-03-17,Mar 2026
Business Analyst,Fuelius,"Littleton, Chester",United Kingdom,gb,38752.44,38752.44,"Fuelius is a digital transformation consultancy and Elite HubSpot Partner, trusted by mid-market and enterprise businesses to lead complex CRM change programmes across the UK. We specialise in helping organisations replace legacy CRM platforms and fragmented tech stacks with scalable, connected systems. Our focus is on delivering commercial outcomes through operational clarity, RevOps strategy, and business process optimisation. As our client engagements become increasingly complex, we're hirin…",2025-08-13 12:59:27+00:00,permanent,business analyst,https://www.adzuna.co.uk/jobs/details/5350418175?utm_medium=api&utm_source=224a9253,,0,38752.0,2025-08-13,Aug 2025
Business Analyst,Robert Half,"London, UK",United Kingdom,gb,55000.0,56000.0,"Robert Half is recruiting for a Business Analyst to join a member's association for a fixed term contract. Location: London (Hybrid) Contract: 12 months FTC Start Date: ASAP Day Rate: £55, 000 per annum We are seeking an experienced Business Analyst to join an ambitious development programme focused on the redevelopment of a core line-of-business application. The Role You will quickly immerse yourself in a sophisticated business and data landscape, analysing and challenging existing systems and…",2026-02-28 00:12:37+00:00,contract,business analyst,https://www.adzuna.co.uk/jobs/details/5647996707?utm_medium=api&utm_source=224a9253,,1,55500.0,2026-02-28,Feb 2026
Business Analyst,Rentokil Initial Group,"Crawley, West Sussex",United Kingdom,gb,51560.86,51560.86,"Are you the kind of person who can speak both “marketing” and “tech” — and make sure they actually understand each other? If you love turning big ideas into practical, scalable solutions, this role might be exactly what you’re looking for. We’re on the hunt for a Mid-Level Business Analyst to help shape, streamline, and supercharge our marketing technology ecosystem. You’ll sit at the intersection of Marketing, Data, and Technology , acting as the crucial translator who ensures our tech investm…",2026-01-12 13:08:54+00:00,,business analyst,https://www.adzuna.co.uk/jobs/details/5580427907?utm_medium=api&utm_source=224a9253,,0,51561.0,2026-01-12,Jan 2026
Business Analyst,Sword Group,"Aberdeen, Aberdeenshire",United Kingdom,gb,38418.43,38418.43,"Sword is a leading provider of business technology solutions within the Energy, Public and Finance Sectors, driving real transformation change within our clients. We use proven technology, specialist teams and domain expertise to build solid technical foundations across platforms, data and business applications. We have a passion for using technology to solve business problems, working in partnership with our clients to help in achieving their goals. The Business Analyst role will involve worki…",2026-01-22 17:50:10+00:00,,business analyst,https://www.adzuna.co.uk/jobs/details/5595600256?utm_medium=api&utm_source=224a9253,,0,38418.0,2026-01-22,Jan 2026
Business Analyst,Test Triangle,"Mosborough, Sheffield",United Kingdom,gb,35766.74,35766.74,Connectivity – Carrier Management Business Analyst Sheffield location. In this role you will: Support Clients Connectivity team with all telecom carrier related matters. You will support the global carrier manager in building processes required for the Client carrier management function. You will ensure Client is receiving the best possible service from its carriers. You will build relationships with key stakeholders both internally and externally to ensure all aspects of carrier management is …,2026-02-27 04:33:12+00:00,contract,business analyst,https://www.adzuna.co.uk/jobs/details/5646939039?utm_medium=api&utm_source=224a9253,,0,35767.0,2026-02-27,Feb 2026
Business Analyst,Weetabix,"Isham, Kettering",United Kingdom,gb,49089.72,49089.72,"At Weetabix, we believe that diverse teams drive better ideas, stronger decisions, and a more inclusive workplace for everyone . We’re committed to building an organisation where people from all walks of life feel they belong—where different voices, experiences, and backgrounds are valued and respected. We are looking for a business analyst with experience working in Fast-Moving Consumer Goods (FMCG) / manufacturing to join our IT & business systems team on a 18-Month FTC. You will be an essent…",2026-03-06 15:45:03+00:00,contract,business analyst,https://www.adzuna.co.uk/jobs/details/5656343926?utm_medium=api&utm_source=224a9253,,0,49090.0,2026-03-06,Mar 2026
Business Analyst,WeBuild-AI,"London, UK",United Kingdom,gb,50118.4,50118.4,"About WeBuild-AI: WeBuild-AI are AI natives delivering 10x value for enterprise organisations. We combine highly skilled experts with our AI Launchpad , industry-aligned language models, and agents to transform enterprise organisations into AI-powered and data-driven businesses . We work with enterprise organisations on a global stage, reinventing how they design, build, and operate AI powered software at scale with speed. Our Purpose: We're on a mission to reinvent what's possible with AI in e…",2025-12-19 12:39:02+00:00,,business analyst,https://www.adzuna.co.uk/jobs/details/5548457451?utm_medium=api&utm_source=224a9253,,0,50118.0,2025-12-19,Dec 2025
Business Analyst,Solirius Reply,"London, UK",United Kingdom,gb,45491.11,45491.11,"Role: Location: London/Remote Contract/Perm: Perm Start Date: ASAP Clearances: Internal Background Check (DBS) / Eligible for Security Clearance About Us: Solirius Reply, part of the Reply Group, delivers technical consultancy and application delivery to our clients in order to solve real world problems and allow our clients to respond to an ever-changing technical landscape. We partner closely with our clients, embedding our consultants into their businesses in order to provide a bespoke servi…",2026-02-19 12:33:10+00:00,permanent,business analyst,https://www.adzuna.co.uk/jobs/details/5636025709?utm_medium=api&utm_source=224a9253,,1,45491.0,2026-02-19,Feb 2026
Business Analyst,The Walt Disney Company,UK,United Kingdom,gb,34659.2,34659.2,"Job Posting Title: Business Analyst Req ID: 10143319 Job Description: About the Role & Team Be you, be here, be part of the story! At The Walt Disney Company, magic is more than just a word; it's a way of life. For a century, we've been inspiring imaginations, celebrating diversity, and bringing families together through our beloved stories, characters, and experiences. From our iconic theme parks and resorts to our groundbreaking films, television shows, interactive media and products, we're d…",2026-03-14 10:14:01+00:00,,business analyst,https://www.adzuna.co.uk/jobs/land/ad/5665216901?se=klwS_8Uj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=ACD2BF7525F8BE62D9CD8007A928471143FBEE94,,0,34659.0,2026-03-14,Mar 2026
Business Analyst,Howden,UK,United Kingdom,gb,49600.02,49600.02,"Howden is seeking dedicated Business Analysts to join our Project Delivery team, contributing significantly to the implementation of strategic change and project delivery across the business. Business Analyst Directly supporting the Retail Change Programme alongside key project leads, ensuring seamless project delivery and effective communication across teams and stakeholders. Knowledge & Skills Experience supporting organisational change and end‑to‑end system integration projects, including th…",2026-03-14 10:19:30+00:00,,business analyst,https://www.adzuna.co.uk/jobs/land/ad/5665226801?se=klwS_8Uj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=D96360C3DBA3A46B6EFE0BE3718443FE36320D0A,,0,49600.0,2026-03-14,Mar 2026
Business Analyst,Capita,UK,United Kingdom,gb,45699.26,45699.26,"We’re looking for a Business Analyst who’s passionate about improving public services and confident working on government funded programmes. You’ll turn complex requirements into clear, actionable solutions, collaborating with colleagues across operations, technology and delivery to help us deliver work that genuinely improves outcomes for citizens. Job title: Business Analyst Job Description: This role is fully remote. You must be eligible to gain Security Clearance. What you’ll be doing estab…",2026-03-18 10:22:16+00:00,permanent,business analyst,https://www.adzuna.co.uk/jobs/land/ad/5670539504?se=klwS_8Uj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=C86AEC5B3779E2056A75B252993E35B34526A722,,1,45699.0,2026-03-18,Mar 2026
Business Intelligence Analyst,FT Recruitment Group,"Aberdeen, Aberdeenshire",United Kingdom,gb,40000.0,50000.0,"Our client, a highly acquisitive business in the Energy sector, is seeking to bring on an experienced Power BI professional as a Business Intelligence Analyst. This position works within a function focused on capturing and effectively using all historical and current data from the various business units. Duties will include: Understand the business services and resources to support integration and collation of historic/current data for data lake inclusion Add additional analysis as required (i.…",2026-03-19 16:56:26+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5672087140?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=709EA574894135214C7138D3186ABBCBB22CC670,power bi,0,45000.0,2026-03-19,Mar 2026
Business Intelligence Analyst,Erin Associates,"South Yorkshire, Yorkshire And The Humber",United Kingdom,gb,50000.0,55000.0,"Business Intelligence Analyst – UK Remote / Monthly visits to Yorkshire 6-Month Fixed Term Contract £50,000 - £55,000 (Pro-Rata)  38 days holiday, 35-hour work week and great benefits This successful company with £50m yearly turnover is on the market for a Business Intelligence Analyst to join their established data team on a 6-month fixed term contract initially. The BI analyst role is pivotal in transforming data into meaningful insights that drive strategic decisions across the organisation.…",2026-03-03 18:37:40+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5652608911?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=AFD7B941E4E72FC5F72D445EA5EA8857530A3270,,1,52500.0,2026-03-03,Mar 2026
Business Intelligence Analyst,Cobalt Housing Limited,"Liverpool, Merseyside",United Kingdom,gb,41080.0,41080.0,"Business Intelligence Analyst Liverpool £41,080 per annum Permanent, Full Time We have made significant investments in our systems, infrastructure and data; with our new Microsoft Fabric platform and aligned system integrations, fully-SaaS/web-based systems and broad range of new tools, this is an exciting opportunity to drive real innovation in the data and insights we provide to the business. Whether you’re an experienced BI professional or someone looking to take the next step in your data c…",2026-03-17 15:53:35+00:00,permanent,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5669662666?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=33F8253B5A66F2B776A4743CE5C7B30297DCB7B4,,0,41080.0,2026-03-17,Mar 2026
Business Intelligence Analyst,CHM,"Sheffield, South Yorkshire",United Kingdom,gb,32061.0,34434.0,"An opportunity has arisen for a Business Intelligence Analyst within this Fire Service's Business Intelligence team based at their Headquarters in Sheffield. Business Intelligence Analyst Location: Central Sheffield Headquarters, S1 Hours: Full Time, 37 hours per week (Flexi Time) Contract: FTC until 31 March 2027 Salary: £32,061.00 - £34,434.00 (Grade 6) As an experienced analyst, you will provide specialist, professional, and technical advice, direction, and input across a range of activities…",2026-03-04 15:12:21+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5653713320?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=EFC75FCECD92978D05F7F7B62B57E418DC51929D,,0,33248.0,2026-03-04,Mar 2026
Senior Business Intelligence Analyst,MSA Data Analytics Ltd,"Birmingham, West Midlands",United Kingdom,gb,55000.0,60000.0,"This position represents a fantastic opportunity to join a growing analytics function and play a central role in shaping the organisation’s business intelligence and data capabilities. Working within Group Finance, you will design and deliver Power BI and Microsoft Fabric-based analytics solutions, transforming complex data into clear, actionable insight that supports strategic and operational decision-making across the business. As a senior member of the BI team, you will help develop scalable…",2026-03-06 18:49:37+00:00,permanent,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5656483047?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=F805390CA5F04AF78FA5016A0E2F81D73A52F904,power bi,0,57500.0,2026-03-06,Mar 2026
Business Intelligence Analyst Forecasting/Planning Analytics,Michael Page Technology,"Walsall, West Midlands",United Kingdom,gb,35000.0,40000.0,"Leading UK B2C Logistics & Supply Chain organisation require a Business Intelligence Analyst to join their expanding Operations Forecasting & Planning team. You will have responsibility for sourcing, analysing and modelling the Data to create advanced forecasting capabilities across operational demand workloads and national customer support operations. Client Details Leading UK B2C Logistics & Supply Chain organisation Description Key Responsibilities: Forecast modelling on a weekly, daily and …",2026-03-16 13:44:13+00:00,permanent,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5668631740?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=C49DF3D908D6E07FB7D7B7BE283401E7150F5045,,0,37500.0,2026-03-16,Mar 2026
Business Intelligence Analyst,TavasTechs,"Padiham, Burnley",United Kingdom,gb,35000.0,38000.0,"Job Title: Business Intelligence Analyst ( BI Analyst ) Salary: up to £38,000 per annum Hours: Monday to Friday, 09:00–17:00 (37.5 hours per week) Location: Blackburn (Hybrid working) About the Company: Our client is a fast-growing, forward-thinking organisation committed to using data to drive business decisions. The company values innovation, collaboration, and professional development, providing opportunities for employees to contribute to meaningful projects and grow their skills in busines…",2026-03-11 16:25:47+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5661767678?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=311AFB8170806DFF055D22E0A92A9BC69C327283,,1,36500.0,2026-03-11,Mar 2026
Business Intelligence Analyst,TavasTechs,"Healey, Rochdale",United Kingdom,gb,35000.0,38000.0,"Job Title: Business Intelligence Analyst ( BI Analyst ) Salary: up to £38,000 per annum Hours: Monday to Friday, 09:00–17:00 (37.5 hours per week) Work Location: Chadderton, Oldham (Hybrid working) About the Company: Our client is a fast-growing, forward-thinking organisation committed to using data to drive business decisions. The company values innovation, collaboration, and professional development, providing opportunities for employees to contribute to meaningful projects and grow their ski…",2026-03-11 16:26:14+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5661767757?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=9E32AE3F3015B97A80D90AECA0F0259224F486DE,,1,36500.0,2026-03-11,Mar 2026
Business Intelligence Analyst,Erin Associates,"Hyde Park, Leeds",United Kingdom,gb,50000.0,55000.0,"Business Intelligence Analyst – UK Remote / Monthly visits to Yorkshire 6-Month Fixed Term Contract £50,000 - £55,000 (Pro-Rata)  38 days holiday, 35-hour work week and great benefits This successful company with £50m yearly turnover is on the market for a Business Intelligence Analyst to join their established data team on a 6-month fixed term contract initially. The BI analyst role is pivotal in transforming data into meaningful insights that drive strategic decisions across the organisation.…",2026-03-03 13:40:19+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5652415055?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=F9FCF24ABBD7CDE62308265A8EEA1C608327BB9F,,1,52500.0,2026-03-03,Mar 2026
Business Intelligence Analyst,South Yorkshire Fire & Rescue,"Heeley, Sheffield",United Kingdom,gb,32061.0,34434.0,"An opportunity has arisen for a Business Intelligence Analyst within our Business Intelligence team based at Headquarters in Sheffield. Business Intelligence Analyst Location: Central Sheffield Headquarters, S1 Hours: Full Time, 37 hours per week (Flexi Time) Contract: FTC until 31 March 2027 Salary: £32,061.00 - £34,434.00 (Grade 6) As an experienced analyst, you will provide specialist, professional, and technical advice, direction, and input across a range of activities and resources to deli…",2026-03-04 11:53:27+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5653634334?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=7ECEF0AEA25FE8AB7302CC5EB5058C31889EA224,,0,33248.0,2026-03-04,Mar 2026
Business Intelligence Analyst,Cobalt Housing Limited,"Norris Green, Liverpool",United Kingdom,gb,41080.0,41080.0,"Business Intelligence Analyst Liverpool £41,080 per annum Permanent, Full Time We have made significant investments in our systems, infrastructure and data; with our new Microsoft Fabric platform and aligned system integrations, fully-SaaS/web-based systems and broad range of new tools, this is an exciting opportunity to drive real innovation in the data and insights we provide to the business. Whether you’re an experienced BI professional or someone looking to take the next step in your data c…",2026-03-17 13:49:32+00:00,permanent,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5669611085?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=A147733C6EC7038A3EE73B388E215E580E0613A3,,0,41080.0,2026-03-17,Mar 2026
Business Intelligence Analyst,ONNEC Group,"Farringdon, Central London",United Kingdom,gb,40000.0,45000.0,"ONNEC Group are a leading independent technology partner and global integrator, with over 30 years experience, and a 800 team of global experts, specialising in providing end-to-end connectivity solutions that propel organisations everywhere. From structured cabling to managed services, our end-to-end services give infrastructure that can be completely replied on. Design. Build. Deploy. Optimise. We offer a complete solution for business connectivity. We are a rapidly growing organisation and f…",2026-03-19 01:21:33+00:00,permanent,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5671507241?utm_medium=api&utm_source=224a9253,,0,42500.0,2026-03-19,Mar 2026
Business Intelligence Analyst,Nuffield Health,"Ewell, Epsom",United Kingdom,gb,39604.67,39604.67,"Business Intelligence Analyst Epsom | Hybrid Working | Trading | Permanent | Full Time Competitive salary available, depending on experience 37.5 Weekly Hours Nuffield Health is looking for a Business Intelligence Analyst to help drive a data led culture by turning complex datasets into clear, actionable insight. Working within an agile BI team, you'll deliver high quality reporting, dashboards and analytics that support operational, clinical and commercial decision making across the charity. Y…",2026-03-17 03:08:59+00:00,permanent,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5669127330?utm_medium=api&utm_source=224a9253,,1,39605.0,2026-03-17,Mar 2026
Business Intelligence Analyst,Asset Resourcing,"The City, Central London",United Kingdom,gb,80000.0,80000.0,"Business Intelligence Analyst (SQL & Power BI) - £60-80K  bonus  bens City of London 3 days/week Experienced Business Intelligence Analyst / BI Analyst sought by insurance sector client to play a crucial role in conceptualising, implementing and managing data-driven processes within the organisation. Proficient in SQL and data visualisation tools (preferably Power BI), the ideal candidate will have a strong background in analytics, data visualisation, and business intelligence tools, coupled wi…",2026-02-06 05:19:31+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5616892945?utm_medium=api&utm_source=224a9253,"sql, power bi",0,80000.0,2026-02-06,Feb 2026
Business Intelligence Analyst,Reed Talent Solutions,"Liverpool, Merseyside",United Kingdom,gb,38000.0,38000.0,"Do you have demonstrable experience of using Power BI? Are you experienced in the use of relational databases including SQL? Consider the role of a Business Intelligence Analyst at Reed in Partnership! We are on a mission to be the partner of choice for developing people and their communities. Reed in Partnership is a public service provider specialising in skills training for the long-term unemployed, increasing employment opportunities by working with employers and providing youth services. I…",2026-03-18 21:20:05+00:00,permanent,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5671233269?utm_medium=api&utm_source=224a9253,"sql, power bi",0,38000.0,2026-03-18,Mar 2026
Business Intelligence Analyst,Erin Associates,"Sheffield, South Yorkshire",United Kingdom,gb,55000.0,55000.0,"Business Intelligence Analyst UK Remote / Monthly visits to Yorkshire 6-Month Fixed Term Contract £50,000 - £55,000 (Pro-Rata)  38 days holiday, 35-hour work week and great benefits This successful company with £50m yearly turnover is on the market for a Business Intelligence Analyst to join their established data team on a 6-month fixed term contract initially. The BI analyst role is pivotal in transforming data into meaningful insights that drive strategic decisions across the organisation. A…",2026-03-03 22:28:31+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5652922883?utm_medium=api&utm_source=224a9253,,1,55000.0,2026-03-03,Mar 2026
Business Intelligence Analyst,South Yorkshire Fire & Rescue,"Sheffield, South Yorkshire",United Kingdom,gb,30000.0,30000.0,"An opportunity has arisen for a Business Intelligence Analyst within our Business Intelligence team based at Headquarters in Sheffield. Business Intelligence Analyst Location: Central Sheffield Headquarters, S1 Hours: Full Time, 37 hours per week (Flexi Time) Contract: FTC until 31 March 2027 Salary: £32,061.00 - £34,434.00 (Grade 6) As an experienced analyst, you will provide specialist, professional, and technical advice, direction, and input across a range of activities and resources to deli…",2026-03-04 22:23:48+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5654339977?utm_medium=api&utm_source=224a9253,,0,30000.0,2026-03-04,Mar 2026
Business Intelligence Analyst,City of Wolverhampton Council,"Wolverhampton, West Midlands",United Kingdom,gb,36363.0,40777.0,"Business Intelligence Analyst Salary - £36,363 - £40,777 (Grade 6) Hours - 37 per week Contract type - full time/permanent Work Style - ( e.g - Flexible: working from home with 2 days in a council location, Fixed: permanent council location, Field: working in communities across the city) Do you have strong analytical, communication and technical skills and want to develop your career in the pensions industry? Are you looking to work for one of the largest pension funds in the UK? If so, we may …",2026-03-14 01:37:23+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5664548370?utm_medium=api&utm_source=224a9253,,0,38570.0,2026-03-14,Mar 2026
Business Intelligence Analyst,Hamilton,"Fenchurch St, Central London",United Kingdom,gb,56922.87,56922.87,"We're looking for an Business Intelligence Analyst Based in London t he Business Intelligence Analyst will be involved in designing, developing and maintaining business intelligence solutions (dashboards, reports). Gather business requirements from users and work closely with the Group technical data engineering team. Key responsibilities include translating business needs into technical specs, support building data warehouses, optimizing queries, ensuring completeness of data and collaborating…",2026-02-05 09:09:37+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5615423939?utm_medium=api&utm_source=224a9253,,0,56923.0,2026-02-05,Feb 2026
Business Intelligence Analyst,Flat Fee Recruiter,"Nottingham, Nottinghamshire",United Kingdom,gb,33699.0,37280.0,"Business Intelligence Analyst Grade 5: £33,699 - £37,280 37 hours per week (Monday – Friday) Fixed Term (12 months) Joint Headquarters, Sherwood Lodge, Arnold, Nottinghamshire, NG5 8PP Nottinghamshire Fire & Rescue Service is looking for a motivated and analytical Business Intelligence Analyst to join our Business Intelligence team. In this role, you will help drive performance improvement across the organisation by transforming data into meaningful insights.You’ll work on data warehousing, per…",2026-03-05 23:35:10+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5655674553?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=6569EC3F1C058F7CE6D7651ABA6478BD3B0976E8,,0,35490.0,2026-03-05,Mar 2026
Business Intelligence Analyst,Sharpsmart,"Kent, South East England",United Kingdom,gb,43602.51,43602.51,"We are looking for a Business Intelligence Analyst to join our team and help turn data into clear, practical insight that supports better decision making across the business. This is an early career role suited to someone who has some hands on experience with Power BI and wants to continue building their skills in analysis, reporting, and dashboard development. You will work closely with senior team members, the Data Engineer, and Systems colleagues to deliver accurate, user friendly reports th…",2026-02-21 17:44:53+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5639981316?utm_medium=api&utm_source=224a9253,power bi,0,43603.0,2026-02-21,Feb 2026
Business Intelligence Analyst,TRIA,"Hampshire, South East England",United Kingdom,gb,47902.6,47902.6,"BI Analyst Up to £450/day - outside IR35 Remote - occasional visits to Hampshire office 3-month contract We are representing a growing organisation on the lookout for a BI Analyst to join them on an initial 3-month contract to help out with upcoming projects and play a key role in delivering high quality BI solutions. As the BI Analyst, you will be designing interactive, user-friendly dashboards and reports to support data-driven decisions across the business, as well as maintain and enhance ex…",2026-02-27 23:20:23+00:00,contract,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5647805429?utm_medium=api&utm_source=224a9253,,1,47903.0,2026-02-27,Feb 2026
Commercial Business Intelligence Analyst,Focus Group,"Shoreham-By-Sea, West Sussex",United Kingdom,gb,40000.0,45000.0," Commercial BI Analyst £40,000–£45,000 Hybrid | Shoreham-by-Sea Are you a data-savvy analyst who loves turning numbers into stories that drive real business decisions? We're looking for a Commercial Business Intelligence Analyst to join Focus Group's growing Data & Analytics team. About Focus Group Focus Group is a £300m-revenue, 1,300-person technology services company backed by Hg Capital. Following our $1bn valuation in 2024, we're scaling fast — and data is at the heart of that growth. With…",2026-03-16 09:17:01+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/details/5668486109?utm_medium=api&utm_source=224a9253,,1,42500.0,2026-03-16,Mar 2026
Lead Business Intelligence Analyst,Langham Recruitment,"York, North Yorkshire",United Kingdom,gb,50000.0,60000.0,"Lead BI Analyst | PLC | York – Hybrid Working | £60,000  Bonus  Car Allowance We’re on the lookout for a Lead Business Intelligence Analyst to join a well-established PLC as they continue to invest in their data and analytics capability. As the Lead BI Analyst, you’ll take ownership of the reporting and data insight function, lead a small team of BI Analysts, and play a key role in shaping the organisation’s BI strategy - combining hands-on Power BI development with leadership responsibility. T…",2026-03-02 19:27:19+00:00,,business intelligence analyst,https://www.adzuna.co.uk/jobs/land/ad/5651547688?se=QklkAcYj8RGVj-2YsGBnNA&utm_medium=api&utm_source=224a9253&v=6250BFF5E19F3259CF7E7B966A57F17CFA631D50,power bi,1,55000.0,2026-03-02,Mar 2026
